term_type,term_group,term,surprisal,surprisal_type,frequency
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.229356185747463,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2524461297563834,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2506839943544095,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2501477720530056,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2472097256373975,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2614724611697277,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2538184533993757,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2377688512358582,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2461817591169435,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2572684276843686,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2590784117270406,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.244867188417656,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2465583102365567,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2461763729633484,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.251187810896922,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2525665908928905,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2545199167680217,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.246224593079585,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2560597467096426,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.1903960927342916,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2562425620537905,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.252088489589638,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2395029062274485,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.252043070536694,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2494395099773916,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.253373888798504,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.244041380869455,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2362086500645386,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.260424600962302,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.250634834545509,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2430133779985795,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2564325147478606,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2397996971176024,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2521303674268296,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2467253534372755,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2399240050806792,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.237949568935718,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.23629089212019,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2526617036900243,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2548323887097452,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2498051214873027,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2105041687498836,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2542943610825046,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.255830726165471,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2485362548165018,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2573204117309587,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2467384134654744,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.256266657018382,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.252863636477672,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2322733011111615,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2321925154139293,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.213851216924165,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.263470271014117,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.259699597891316,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2383239906058265,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2495100250922633,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.25014076283176,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2447642432734387,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2494500239319626,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.241066467986472,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2456089634910326,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2520116458217285,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.24278994780019,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2437874894400607,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2652984761037187,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.247245634862596,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2470800224340812,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.258580500029818,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2467396189060174,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.256897598246041,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2390011944818733,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2126110219166955,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.253783877582299,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.255303890729255,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2415261508463793,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.258893843240385,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.245738754830647,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2565798982834266,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.238963721080197,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2472666778426986,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.239932992294171,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2280939212296955,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2447180472346044,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.230452723869733,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2556011796341497,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2507778683614887,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2472265571818975,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2533526845617113,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.206055554118662,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.241711732059186,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2533476328137616,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2373975751809216,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.253807927422602,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.254115302812505,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.259908297809151,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.254727230731757,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.251948496677243,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2448792214112565,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.243770948664409,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2393675944063385,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2012833512958765,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2560543540693594,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.252826201956176,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.24982982436619,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.240742302506747,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.235056094474505,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2460232569117675,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2165871421220897,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2362843580223895,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2559584333609077,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2373156000005507,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2425237448167326,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.253224985827594,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.244285544082047,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.250961090004481,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.252795050674526,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.250438056278635,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2436852862478367,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.237090365633389,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2353819894919584,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2523283655527853,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2503636063966774,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.251439379283618,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2425001155466253,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.212278499307417,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2553131708155973,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2480547955248866,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.249451308750291,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.25603643004985,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2605657417745197,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.222005720289036,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2522306983980993,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2444451934206264,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.253043921599873,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2522585640058814,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2547374588217672,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2396489264393074,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.248458958041154,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.233437413140336,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.250833108333713,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.235089167484176,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.247891127826976,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2172559184152987,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.257562452245577,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2510907551484323,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.254570842507356,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.232443483137911,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2580987274629636,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.254282604580575,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2598681024376477,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2560321936161336,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.250070811991907,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.23966704046267,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2551504812865493,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2514008875694267,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2490242005533547,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2430011430587746,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2130991699432188,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2532331824198972,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.24102374880397,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2423570792022858,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2428542176519324,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2530094053367766,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2502804698101118,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.25161608995992,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2311233081024,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.247998949976924,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2488600177514533,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.250594269802093,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2515976759284477,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2491170799879527,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2263778115911625,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.248606847862527,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2209003400880163,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2546193494477165,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2463102086991977,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2431087656065634,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.249725327317211,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2425888850770934,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.231987264481071,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.24889658607882,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.252261651722412,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2513266498517015,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2546015407057425,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2324606520974983,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2448625333500623,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.24871406917977,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.259853404492104,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2492663871963896,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2487302796316793,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.247032076167211,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2365258809613207,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2208637731795493,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2445577744416396,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2515849828068464,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.254110417964879,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2487439463601295,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2320937808807977,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2493407333995874,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2590032185734747,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.243606778520167,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.251968189185608,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2501833579388943,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.227153602859917,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2430403720990677,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2429852936609436,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.247955230361834,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.251771580244952,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2496147501676926,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2302542506350953,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2417876667654957,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2446321733951775,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2474080263084715,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.23943732742086,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2655856690767866,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2412327335172177,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.257920513571009,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2427290896972307,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2127249578105856,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.251455376728026,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.234967320062925,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2603025877733716,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.240363394208488,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2469643440184144,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2489360247481907,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2476545438720446,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.24063782809791,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2444512951690987,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.248537473717676,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2462205233681356,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2559098454044166,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.231516578458507,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2363859073807197,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2540758966712864,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2450310369221858,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.249778824479992,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2488645414634383,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2520154465006423,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2507246143846613,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.240724619854503,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2542507680686166,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2532969007178867,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2599127121687057,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.253393177495302,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.253021405381205,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.250080612894172,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2556205158760814,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.23984440964159,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2451061567388826,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2454092494656233,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2425126627437764,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2516923053684246,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2314698297118314,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2283080130556168,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2529761134914796,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2503568895596313,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2549020208372146,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.244703558052901,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2373267526258216,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2517194094574857,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2514691027124574,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2564563971420375,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2462058530717623,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.244240611117894,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2520693154734404,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.251591473584151,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2446977316984027,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.242198258723925,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2396964326726443,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.251490283066711,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.228955052131322,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.254114007983003,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2581458469288944,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2430500591925404,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2506215580638984,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.243013348422408,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2479744628688447,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2403444439957543,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2418798064664167,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2498949785198805,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2439281118154595,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2527272970093892,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2530760617725862,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.23632984280305,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2540703043807495,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2632503349421658,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2371399665716027,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2370598929968692,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.248156980099004,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2509418111802377,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2467412167218894,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2415450312753427,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.252691643377819,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.250911920804016,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2531845515319118,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2502979769662192,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2486238029816343,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.248223820898934,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.261046235638974,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2478418781061196,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2419728992624446,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2434321848337277,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2144807849454144,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2482963284377377,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2474658882862206,semantic,1958
legal,上揭|上開|前揭|前開|首揭|前述|上述,上開,3.2550452234369853,semantic,1958
