term_type,term_group,term,surprisal,surprisal_type,frequency
usual,dermis|epidermis|skin,skin,-0.3996589417179587,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4667910695934989,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4539186004228545,semantic,1814
usual,dermis|epidermis|skin,skin,-0.2982644265474762,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4415069087952608,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4356365735943808,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4065922450387018,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4770195150412975,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4457708831473683,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5036569950749982,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4749356677697917,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5400027145339559,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4794675648865683,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4887961169521462,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5008640007500702,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5184210854592968,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5184210854592968,semantic,1814
usual,dermis|epidermis|skin,skin,-0.517866984590295,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4793340294579543,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4603855978651243,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4838152489780951,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4585101889740245,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4727819325709269,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4535588202220051,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4839401056137168,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5013624303824905,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4227924833175496,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4535583759385865,semantic,1814
usual,dermis|epidermis|skin,skin,-0.1538065866431427,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4957608548856391,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4820840508553543,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4775964600405759,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5095743572485848,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4993182190094972,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4802487613284127,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5400413903016926,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3975685611791259,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4145667715131859,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4293111660740441,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4494733822198621,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3874713195880213,semantic,1814
usual,dermis|epidermis|skin,skin,-0.421733308938378,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4653747677197306,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4910289681818932,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4029216146601533,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4535866162697196,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4567816921484319,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5260172114033904,semantic,1814
usual,dermis|epidermis|skin,skin,-0.501348340334131,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4153136668818215,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4370195432139083,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3913648807008842,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4826621759639462,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4838300683262217,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4206478416399048,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4945689878724911,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5754026319557862,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5737926943900625,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4838297998821431,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4946805847544411,semantic,1814
usual,dermis|epidermis|skin,skin,-0.493112697458983,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5220330615445552,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5407835154610319,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5242089218486421,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5399025116956696,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5410462186282746,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4585328622232865,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4711745060895379,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4291661374438889,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4470065116982792,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4336036654554623,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4909218063616309,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5630721077512957,semantic,1814
usual,dermis|epidermis|skin,skin,-0.499720358209165,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4751174005984805,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5343342562797297,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4908862013849091,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5220930854205752,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4798006262061087,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5274705363237988,semantic,1814
usual,dermis|epidermis|skin,skin,-0.507892007710318,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5356933779499445,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4281085289735061,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5143617932442612,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5282663385846341,semantic,1814
usual,dermis|epidermis|skin,skin,-0.549889873234365,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5260425642424547,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4002850764773636,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5364434398712817,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4808840338977117,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4470285381607466,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5107263756380243,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3446716942135291,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4871885700264572,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4730109620725498,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5204080163695263,semantic,1814
usual,dermis|epidermis|skin,skin,-0.388044775010687,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4260299910339258,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4810555909575225,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4465067243018141,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4694373513704225,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4128614539859582,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4049387980095076,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3605519023194456,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4359471156832141,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4009621968806445,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5563271404876383,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5268653734910665,semantic,1814
usual,dermis|epidermis|skin,skin,-0.401922676500381,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3962375114341994,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4019246830036513,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4720081697316172,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4963790340695369,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5201663108138156,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5070386881742603,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4190303398430187,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4174171068321559,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5221820088752902,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5352866261594289,semantic,1814
usual,dermis|epidermis|skin,skin,-0.257018430997017,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4633759426153258,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4830930185100934,semantic,1814
usual,dermis|epidermis|skin,skin,-0.519502494325362,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4935077067757921,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5166167886981484,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4168959417713188,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5673832671604744,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5420792270496476,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5202493762530094,semantic,1814
usual,dermis|epidermis|skin,skin,-0.429955455595123,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5354213699645997,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5229430293080235,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4640957223973037,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4511420367385909,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4838667954427748,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4921969032362008,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4996112929868257,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4801637320982616,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5147881805547666,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5402798858946087,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4593874747626684,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4410922309501295,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5241350224385631,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4690420570061629,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4668933475764522,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4601331436990808,semantic,1814
usual,dermis|epidermis|skin,skin,-0.45558131940704,semantic,1814
usual,dermis|epidermis|skin,skin,-0.457633909038887,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3846218076495362,semantic,1814
usual,dermis|epidermis|skin,skin,-0.6685123885603942,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4234458777105213,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3456911714482549,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4659755280038167,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4699500665472126,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4796936286779974,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4434908014540952,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4492048313311402,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4671129075274837,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3446249383710446,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4640301221341598,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4676539354177461,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4820990829720625,semantic,1814
usual,dermis|epidermis|skin,skin,-0.459273273214495,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4815659912180815,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5125006943131217,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4013435875264884,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4354479440337545,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4745717043102002,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4343915657817233,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5186430643386901,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4293784547133896,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4702948636729968,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4416170889922228,semantic,1814
usual,dermis|epidermis|skin,skin,-0.429790705790628,semantic,1814
usual,dermis|epidermis|skin,skin,-0.2568135376716637,semantic,1814
usual,dermis|epidermis|skin,skin,-0.518559653887281,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4740736903374256,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4397402837337017,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4992867865274727,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5092285690663897,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5026899742361739,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5447311840394072,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5017668935274838,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4516195687357779,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4525930000789203,semantic,1814
usual,dermis|epidermis|skin,skin,-0.444426017970583,semantic,1814
usual,dermis|epidermis|skin,skin,-0.380392947126772,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3390526380840706,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3723782778119219,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4222560162437132,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4896971213943091,semantic,1814
usual,dermis|epidermis|skin,skin,-0.1531898500560615,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4446146351682459,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4328382246428687,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4030512905620011,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4333070789482204,semantic,1814
usual,dermis|epidermis|skin,skin,-0.504504872908621,semantic,1814
usual,dermis|epidermis|skin,skin,-0.417740879249072,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4163710150864624,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4481556198324268,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4498855032206706,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4526296563350791,semantic,1814
usual,dermis|epidermis|skin,skin,-0.460034961921654,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4536297223307021,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3883311306731485,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4165767515337322,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3888759226414061,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4450092100784176,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4894981118094528,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4875416005636294,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4709636597855258,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4385937197835563,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3950598790119156,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4913778097202935,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4082311929183155,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4476579495658676,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4391059322085662,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4630710774068394,semantic,1814
usual,dermis|epidermis|skin,skin,-0.2927082921318078,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4378125686795769,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4987628891313284,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4008866686538885,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4529495240569782,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4622772779899843,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4435418709292659,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4328087313349893,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4583897639244046,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3949808940225709,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3385804326557014,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3980505731687027,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4678830461463101,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4342395877175506,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4271023267646175,semantic,1814
usual,dermis|epidermis|skin,skin,-0.396344886413102,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4029433532183726,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4972307227844153,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4668808176486935,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4338401396483996,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4233194139851021,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4895430781159089,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4797445923975819,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4981881756382389,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4908998811937798,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4508484781654236,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3468429425136475,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3587487719119373,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3641579888182952,semantic,1814
usual,dermis|epidermis|skin,skin,-0.370657904606757,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3996565004670386,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4942593303081941,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3658501970407588,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3019572165450961,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3553262421651734,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3861706455757024,semantic,1814
usual,dermis|epidermis|skin,skin,-0.392616855913152,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4802508657994805,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4947397136485168,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4975456459341073,semantic,1814
usual,dermis|epidermis|skin,skin,-0.285000053050251,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4868811765601232,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4065026119805507,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4516193846161155,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4661591356422613,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5244011538932001,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3647342588233256,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4495298601522309,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4559101850371055,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4165978514455394,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3523242242843112,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4719866903816242,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4360664086284148,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5076045503825818,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4833144022580887,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3377631215182323,semantic,1814
usual,dermis|epidermis|skin,skin,-0.512688749170804,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4373825046670322,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4773884100277473,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4720194679220769,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4741521043659944,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4119458886527886,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4404782275274035,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4732660913336487,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4329897318630583,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4067670323921636,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3549078748328357,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4021676098709875,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4664999169096117,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4151941261354469,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4037899949012065,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4158822562829232,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4260251471635503,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4493911809524932,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4981359094753063,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4702346721033457,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4370132030785331,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3942368906374215,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4033861263478466,semantic,1814
usual,dermis|epidermis|skin,skin,-0.405840797528689,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3758778071555329,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3883636592760829,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3994927062530087,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3624825634882751,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3907231679608577,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5912830144603208,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5475934960185153,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4517431136334647,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3390729485239967,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3959689779015909,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3175417211529873,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3692633918522255,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3466547373987125,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4438705689270957,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3528395465363879,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4976837116063231,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4826765510931434,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3104015428540415,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3045469223802014,semantic,1814
usual,dermis|epidermis|skin,skin,-0.590753550446869,semantic,1814
usual,dermis|epidermis|skin,skin,-0.548583937346305,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5135897674327178,semantic,1814
usual,dermis|epidermis|skin,skin,-0.410671444556704,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4293859342944516,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4577379490432794,semantic,1814
usual,dermis|epidermis|skin,skin,-0.477291106054213,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4460643022728695,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5149798814058968,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4327665539147269,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4593425934568746,semantic,1814
usual,dermis|epidermis|skin,skin,-0.5002752428050412,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4819281055344228,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3657931985182636,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3486584497851469,semantic,1814
usual,dermis|epidermis|skin,skin,-0.481480133294805,semantic,1814
usual,dermis|epidermis|skin,skin,-0.448308390651808,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4767544334753406,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4749870386504835,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4876359164878493,semantic,1814
usual,dermis|epidermis|skin,skin,-0.1280987755160675,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4183377314886325,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4392562902114545,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4701128038042658,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4996145538336754,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4715581707743519,semantic,1814
usual,dermis|epidermis|skin,skin,-0.491637919871049,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4888666137624399,semantic,1814
usual,dermis|epidermis|skin,skin,-0.3759828049713978,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4548204161330759,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4500031827777869,semantic,1814
usual,dermis|epidermis|skin,skin,-0.4386207252233633,semantic,1814
bio,melanoma|skin cancer,melanoma,-0.2017686827194388,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.2157153305224319,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.3224341085148629,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.1527995699798888,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.3766559215918032,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.2691780696418994,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.0188996400176929,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.1977791100494747,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.2220310498485855,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.2068865800780875,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.2042838787573223,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.2410532988369054,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.2058940640211495,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.2010394427110908,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.2058940640211495,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.2010394427110908,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.4653465912526414,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.17969734061389,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.2027951608943857,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.1923970733001603,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.1640582639751638,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.211156311030616,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.2653366383654565,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.1648064173250771,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.0743743898500125,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.0509562668257662,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.0336951922030167,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.0995692887733592,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.3198189126338688,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.3580431840358136,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.220034391346288,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.2183850880850051,semantic,1197
bio,melanoma|skin cancer,melanoma,0.0064804522164348,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.0260560104129194,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.1248133674550654,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.0987615888496599,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.1144362382447427,semantic,1197
bio,melanoma|skin cancer,melanoma,0.0665557721866493,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.0128925468055579,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.0606481574665478,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.0515671938197524,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.044201719189291,semantic,1197
bio,melanoma|skin cancer,melanoma,0.0023560719401757,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.151655323687505,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.1506419544464554,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.2304852184346034,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.1126825657814364,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.063784780767187,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.0487761385459358,semantic,1197
bio,melanoma|skin cancer,melanoma,-0.1024534886951099,semantic,1197
